,time,acc_magnitude,speed
0,11:33:45.837070,1.0011125573557997,0.0
1,11:33:46.364798,0.9713200494931912,0.512592787
2,11:33:46.915594,0.9736701691603379,1.048886421
3,11:33:47.466455,0.9737523449671445,1.585288611
4,11:33:48.001725,0.973905852533811,2.106591196
5,11:33:48.552226,0.976191046099471,2.643985343
6,11:33:49.076302,0.9751678241151602,3.1550473950000004
7,11:33:49.627052,0.975021663297337,3.6920405760000006
8,11:33:50.177963,0.975917688024007,4.229684365000001
9,11:33:50.718959,0.9761905643536491,4.757799555000001
10,11:33:51.254883,0.9760782794859562,5.280903330000001
11,11:33:51.805584,0.9757906388343717,5.818272210000001
12,11:33:52.356604,0.9761284120461506,6.356138487000001
13,11:33:52.911660,0.9750730253558352,6.897358620000001
14,11:33:53.466583,0.9772541852508285,7.439659444000001
15,11:33:54.003986,0.9752548801079974,7.963764342000001
16,11:33:54.554739,0.9756984347281826,8.501133182
17,11:33:55.106243,0.9716593130994633,9.037007179
18,11:33:55.657155,0.9686687089962863,9.570658394
19,11:33:56.207970,0.967049535824766,10.103323784
20,11:33:56.742419,0.9673053694703199,10.620299171000001
21,11:33:57.297443,0.9661448959289203,11.156532775
22,11:33:57.851261,0.9662701357412994,11.691670569000001
23,11:33:58.402385,0.9649637529835561,12.223485252000001
24,11:33:58.953158,0.9649937644527832,12.754977762000001
25,11:33:59.501550,0.9653958834451948,13.284393141
26,11:34:00.052397,0.9655384428554683,13.816257095000001
27,11:34:00.597666,0.9649652822600309,14.342422749
28,11:34:01.136309,0.9667091334762606,14.863133856000001
29,11:34:01.691346,0.9646624663457614,15.398557217
30,11:34:02.246405,0.9652587911581172,15.934332796
31,11:34:02.797134,0.9662431059153271,16.466470895
32,11:34:03.335736,0.9668305500978425,16.987207762
33,11:34:03.885598,0.9652644260706303,17.517969989
34,11:34:04.436310,0.9653167088061541,18.049581484
35,11:34:04.991619,0.9657996599997606,18.585898727
36,11:34:05.546754,0.9650904407272725,19.121654208
37,11:34:06.085376,0.9693502559569329,19.643767581
38,11:34:06.624015,0.9712334750152599,20.166911808
39,11:34:07.179046,0.9741113172841811,20.707573785999998
40,11:34:07.723280,0.9689336666390453,21.234900430999996
41,11:34:08.274406,0.9678890102296421,21.768329228999995
42,11:34:08.818966,0.9661985659123707,22.294482319999997
43,11:34:09.364774,0.9658098268796164,22.821629048999995
44,11:34:09.915617,0.9653938077675949,23.353409469999995
45,11:34:10.456812,0.9641487921763696,23.875201974999996
46,11:34:11.008627,0.9652199246447446,24.407824806999997
47,11:34:11.559181,0.9661560961102084,24.939745909999996
48,11:34:12.109771,0.966100049885441,25.471670935999995
49,11:34:12.659812,0.9658078758498693,26.002904864999994
50,11:34:13.199650,0.9648913659435882,26.523789889999993
51,11:34:13.754461,0.9660175716680957,27.059747063999993
52,11:34:14.352293,0.9654034078786835,27.636896113999992
53,11:34:14.949452,0.965335802930838,28.213355075999992
54,11:34:15.546565,0.9673256387356219,28.790957789999993
55,11:34:16.133330,0.9678955727928374,29.358885034999993
56,11:34:16.728822,0.966247372563332,29.934277614999992
57,11:34:17.319221,0.9661728573604159,30.504705102999992
58,11:34:17.916579,0.9689016782759482,31.08348627099999
59,11:34:18.519180,0.9744235936708526,31.67067490199999
60,11:34:19.111315,0.9735029574089497,32.24712007499999
61,11:34:19.704196,0.9680084070023758,32.82103386699999
62,11:34:20.298365,0.9677308271377454,33.39602952399999
63,11:34:20.893402,0.9525879787127832,33.96285461699999
64,11:34:21.488500,0.9705532348192101,34.54042890499999
65,11:34:22.088216,0.9466145840578977,35.10812881599999
66,11:34:22.684522,0.9865339000149512,35.69640489899999
67,11:34:23.284826,0.9440356430250535,36.26311327099999
68,11:34:23.885372,1.0200802146933694,36.87571836299999
69,11:34:24.482234,0.9496547809615512,37.44253121399999
70,11:34:25.079416,0.9989509775819456,38.03908675599999
71,11:34:25.680947,0.9241445636504825,38.59498835899999
72,11:34:26.278387,0.9691874436206455,39.17401970499999
73,11:34:26.875722,0.9302713985981561,39.72970336999999
74,11:34:27.476516,1.014742307849994,40.33935445999999
75,11:34:28.074041,0.9902275258425222,40.93104016199999
76,11:34:28.672321,0.967915842177736,41.51012485199999
77,11:34:29.264863,0.9206657626628905,42.05565798399999
78,11:34:29.862186,0.966831332556551,42.633168575999996
79,11:34:30.451140,0.9677023278958036,43.203100731999996
80,11:34:31.023410,0.9672299498049324,43.756617414999994
81,11:34:31.620047,0.96738984895304,44.333797991999994
82,11:34:32.211114,0.9664575163066061,44.90503913599999
83,11:34:32.796207,0.9649877455127633,45.46964670999999
84,11:34:33.393513,0.967549478879849,46.04756981899999
85,11:34:33.967773,0.9661025795080112,46.60236388599999
86,11:34:34.534474,0.9673588558295709,47.15056711599999
87,11:34:35.136067,0.9657238228267583,47.73153980699999
88,11:34:35.711673,0.9658613425924568,48.28749538999999
89,11:34:36.297817,0.9641432971543293,48.85262219799999
90,11:34:36.892517,0.9666156359893787,49.42746851599999
91,11:34:37.485427,0.9671126227618874,50.00087926099999
92,11:34:38.082175,1.016146967812318,50.60726293099999
93,11:34:38.683949,0.9150799362355639,51.15793424399999
94,11:34:39.281652,0.9647755674939874,51.73458349499999
95,11:34:39.870590,0.9773651436602357,52.31019096699999
96,11:34:40.460308,0.9410786367252578,52.86516197799999
97,11:34:41.051600,1.0671983216589846,53.49618780799999
98,11:34:41.645507,0.9523877206463385,54.061817541999986
99,11:34:42.239530,1.0590183861281106,54.69089881999999
100,11:34:42.832575,0.9942743690211279,55.280548262999986
