,time,acc_magnitude,elapsed,speed
0,11:33:45.837070,1.0011125573557997,6.1,6.106786599870378
1,11:33:46.364798,0.9713200494931912,6.6,6.091890345939073
2,11:33:46.915594,0.9736701691603379,7.2,6.0933004177393615
3,11:33:47.466455,0.9737523449671445,7.7,6.093341505642765
4,11:33:48.001725,0.973905852533811,8.2,6.093418259426098
5,11:33:48.552226,0.976191046099471,8.8,6.094789375565494
6,11:33:49.076302,0.9751678241151602,9.3,6.094277764573339
7,11:33:49.627052,0.975021663297337,9.9,6.094190068082645
8,11:33:50.177963,0.975917688024007,10.4,6.094638080445979
9,11:33:50.718959,0.9761905643536491,11.0,6.0948018062437646
10,11:33:51.254883,0.9760782794859562,11.5,6.094745663809918
11,11:33:51.805584,0.9757906388343717,12.0,6.094601843484125
12,11:33:52.356604,0.9761284120461506,12.6,6.094804507411193
13,11:33:52.911660,0.9750730253558352,13.1,6.094276814066035
14,11:33:53.466583,0.9772541852508285,13.7,6.095585510003031
15,11:33:54.003986,0.9752548801079974,14.2,6.094585857431615
16,11:33:54.554739,0.9756984347281826,14.8,6.094851990203726
17,11:33:55.106243,0.9716593130994633,15.3,6.092832429389366
18,11:33:55.657155,0.9686687089962863,15.9,6.09103806692746
19,11:33:56.207970,0.967049535824766,16.4,6.0902284803417
20,11:33:56.742419,0.9673053694703199,17.0,6.090381980529033
21,11:33:57.297443,0.9661448959289203,17.5,6.089801743758333
22,11:33:57.851261,0.9662701357412994,18.1,6.08987688764576
23,11:33:58.402385,0.9649637529835561,18.6,6.089223696266888
24,11:33:58.953158,0.9649937644527832,19.2,6.089241703148424
25,11:33:59.501550,0.9653958834451948,19.7,6.08944276264463
26,11:34:00.052397,0.9655384428554683,20.3,6.089528298290794
27,11:34:00.597666,0.9649652822600309,20.8,6.089241717993076
28,11:34:01.136309,0.9667091334762606,21.4,6.090288028722814
29,11:34:01.691346,0.9646624663457614,21.9,6.0892646951575635
30,11:34:02.246405,0.9652587911581172,22.5,6.089622490044977
31,11:34:02.797134,0.9662431059153271,23.0,6.090114647423582
32,11:34:03.335736,0.9668305500978425,23.6,6.090467113933092
33,11:34:03.885598,0.9652644260706303,24.1,6.089684051919486
34,11:34:04.436310,0.9653167088061541,24.7,6.0897154215608
35,11:34:04.991619,0.9657996599997606,25.2,6.089956897157603
36,11:34:05.546754,0.9650904407272725,25.8,6.089531365594111
37,11:34:06.085376,0.9693502559569329,26.3,6.091661273208941
38,11:34:06.624015,0.9712334750152599,26.9,6.092791204643937
39,11:34:07.179046,0.9741113172841811,27.4,6.094230125778398
40,11:34:07.723280,0.9689336666390453,28.0,6.091123535391317
41,11:34:08.274406,0.9678890102296421,28.5,6.090601207186615
42,11:34:08.818966,0.9661985659123707,29.1,6.089586940596252
43,11:34:09.364774,0.9658098268796164,29.6,6.089392571079875
44,11:34:09.915617,0.9653938077675949,30.2,6.089142959612662
45,11:34:10.456812,0.9641487921763696,30.7,6.0885204518170495
46,11:34:11.008627,0.9652199246447446,31.2,6.089056018051237
47,11:34:11.559181,0.9661560961102084,31.8,6.089617720930516
48,11:34:12.109771,0.966100049885441,32.3,6.089589697818132
49,11:34:12.659812,0.9658078758498693,32.9,6.0894143933967895
50,11:34:13.199650,0.9648913659435882,33.4,6.088956138443649
51,11:34:13.754461,0.9660175716680957,34.0,6.089631861878353
52,11:34:14.352293,0.9654034078786835,34.6,6.089263363604706
53,11:34:14.949452,0.965335802930838,35.2,6.089222800635999
54,11:34:15.546565,0.9673256387356219,35.8,6.090416702118869
55,11:34:16.133330,0.9678955727928374,36.4,6.090758662553198
56,11:34:16.728822,0.966247372563332,37.0,6.089769742415495
57,11:34:17.319221,0.9661728573604159,37.6,6.089725033293745
58,11:34:17.916579,0.9689016782759482,38.2,6.091362325843065
59,11:34:18.519180,0.9744235936708526,38.8,6.094675475080007
60,11:34:19.111315,0.9735029574089497,39.3,6.094215156949056
61,11:34:19.704196,0.9680084070023758,39.9,6.0909184267051115
62,11:34:20.298365,0.9677308271377454,40.5,6.0907518787863335
63,11:34:20.893402,0.9525879787127832,41.1,6.081666169731356
64,11:34:21.488500,0.9705532348192101,41.7,6.0924453233952125
65,11:34:22.088216,0.9466145840578977,42.3,6.078082132938425
66,11:34:22.684522,0.9865339000149512,42.9,6.102033722512657
67,11:34:23.284826,0.9440356430250535,43.5,6.0765347683187185
68,11:34:23.885372,1.0200802146933694,44.1,6.1221615113197085
69,11:34:24.482234,0.9496547809615512,44.7,6.079906251080618
70,11:34:25.079416,0.9989509775819456,45.3,6.109483969052854
71,11:34:25.680947,0.9241445636504825,45.9,6.064600120693976
72,11:34:26.278387,0.9691874436206455,46.5,6.091625848676074
73,11:34:26.875722,0.9302713985981561,47.1,6.06827622166258
74,11:34:27.476516,1.014742307849994,47.7,6.118958767213683
75,11:34:28.074041,0.9902275258425222,48.3,6.1042498980092
76,11:34:28.672321,0.967915842177736,48.9,6.090862887810328
77,11:34:29.264863,0.9206657626628905,49.5,6.06251284010142
78,11:34:29.862186,0.966831332556551,50.1,6.090212182037616
79,11:34:30.451140,0.9677023278958036,50.7,6.090734779241168
80,11:34:31.023410,0.9672299498049324,51.3,6.090451352386645
81,11:34:31.620047,0.96738984895304,51.9,6.0905472918755095
82,11:34:32.211114,0.9664575163066061,52.4,6.090081125552293
83,11:34:32.796207,0.9649877455127633,53.0,6.089199263075987
84,11:34:33.393513,0.967549478879849,53.6,6.090736303096238
85,11:34:33.967773,0.9661025795080112,54.2,6.089868163473135
